                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.69477,                0.39068,                0.94352,                0.94024,                0.90954,                0.94218,                0.65083,                 1.0683,                0.48113,                 1.1695,             0.00084734,             0.00084734,             0.00084734
                    151,                0.69298,                0.39326,                0.94625,                0.95022,                0.89135,                0.94148,                 0.6548,                 1.0749,                0.48552,                 1.1807,             0.00084184,             0.00084184,             0.00084184
                    152,                0.66218,                0.38058,                 0.9362,                0.95034,                0.88663,                0.94704,                0.66408,                 1.0154,                0.45896,                 1.1434,             0.00083633,             0.00083633,             0.00083633
                    153,                0.66074,                0.38181,                0.93947,                0.95185,                0.89622,                0.94652,                0.65421,                 1.0084,                 0.4476,                  1.142,             0.00083083,             0.00083083,             0.00083083
                    154,                0.66704,                 0.3771,                0.93386,                0.94065,                0.89955,                0.94657,                0.65376,                0.99416,                 0.4617,                 1.1402,             0.00082533,             0.00082533,             0.00082533
                    155,                0.63681,                 0.3771,                0.93677,                0.91862,                0.92272,                0.95166,                0.64943,                0.99467,                 0.4551,                 1.1374,             0.00081983,             0.00081983,             0.00081983
                    156,                0.64503,                0.37269,                0.94307,                0.94606,                0.90387,                0.95101,                0.64806,                 1.0058,                0.45656,                 1.1433,             0.00081433,             0.00081433,             0.00081433
                    157,                0.65132,                0.36929,                0.93529,                0.94858,                0.89628,                0.94987,                0.65059,                0.96939,                0.46071,                 1.1214,             0.00080883,             0.00080883,             0.00080883
                    158,                 0.6474,                0.37447,                0.94325,                0.93618,                 0.8975,                0.94771,                0.65448,                0.98939,                0.47505,                 1.1231,             0.00080333,             0.00080333,             0.00080333
                    159,                0.65274,                0.36833,                0.94759,                 0.9542,                0.87573,                0.94327,                 0.6461,                 0.9872,                0.48027,                 1.1187,             0.00079783,             0.00079783,             0.00079783
                    160,                0.65096,                 0.3753,                0.93573,                0.94639,                0.89797,                0.94889,                0.64807,                 1.0492,                  0.493,                 1.1626,             0.00079233,             0.00079233,             0.00079233
                    161,                0.64761,                 0.3744,                0.93279,                0.95092,                0.89664,                 0.9495,                0.64853,                 1.0638,                0.50348,                 1.1703,             0.00078682,             0.00078682,             0.00078682
                    162,                0.65833,                0.37388,                0.93631,                0.94518,                0.90151,                0.94766,                0.65059,                 1.0269,                0.49303,                 1.1522,             0.00078132,             0.00078132,             0.00078132
                    163,                0.64881,                0.38052,                0.94408,                0.93249,                0.91413,                0.94974,                0.64578,                 1.0492,                0.47958,                   1.18,             0.00077582,             0.00077582,             0.00077582
                    164,                0.63502,                0.37866,                0.92249,                0.95385,                0.88927,                0.94192,                0.64539,                 1.0143,                0.47365,                 1.1547,             0.00077032,             0.00077032,             0.00077032
                    165,                0.63122,                0.36256,                 0.9334,                0.94038,                0.90433,                0.95121,                0.65588,                 1.0282,                0.44954,                 1.1549,             0.00076482,             0.00076482,             0.00076482
                    166,                0.66457,                0.37958,                 0.9315,                0.92262,                0.92476,                0.94849,                0.65584,                 1.0272,                0.44867,                  1.146,             0.00075932,             0.00075932,             0.00075932
                    167,                0.60967,                0.36035,                0.93076,                0.94424,                0.90703,                 0.9503,                0.65987,                0.99772,                0.44716,                 1.1264,             0.00075382,             0.00075382,             0.00075382
                    168,                 0.6119,                0.35953,                0.92482,                0.95228,                0.90368,                0.94895,                0.65891,                0.99049,                0.44402,                 1.1358,             0.00074832,             0.00074832,             0.00074832
                    169,                0.61547,                0.35777,                0.93225,                0.94515,                0.90913,                0.94724,                0.66138,                0.96032,                0.43452,                 1.1199,             0.00074282,             0.00074282,             0.00074282
                    170,                0.63571,                0.36917,                 0.9231,                0.93987,                0.88469,                0.94286,                0.65441,                0.98669,                0.47473,                  1.133,             0.00073731,             0.00073731,             0.00073731
                    171,                0.62438,                0.36749,                 0.9235,                0.95534,                0.87397,                0.93983,                0.64889,                 1.0173,                0.48534,                 1.1434,             0.00073181,             0.00073181,             0.00073181
                    172,                0.61997,                0.37195,                0.92881,                0.94783,                0.88786,                0.94165,                0.65801,                0.98457,                0.46013,                 1.1258,             0.00072631,             0.00072631,             0.00072631
                    173,                0.60739,                0.35378,                0.92388,                0.94254,                0.90087,                 0.9453,                 0.6548,                 1.0148,                0.46254,                 1.1509,             0.00072081,             0.00072081,             0.00072081
                    174,                0.60631,                0.35353,                0.92972,                0.94459,                0.90931,                0.95224,                0.66132,                 1.0015,                0.45831,                 1.1504,             0.00071531,             0.00071531,             0.00071531
                    175,                0.61853,                0.36342,                0.92965,                0.93772,                0.91702,                0.94988,                 0.6573,                 1.0123,                0.45196,                  1.151,             0.00070981,             0.00070981,             0.00070981
                    176,                0.60673,                0.35987,                0.92215,                0.93464,                0.91111,                0.94529,                0.66037,                 1.0207,                0.45327,                 1.1381,             0.00070431,             0.00070431,             0.00070431
                    177,                0.61651,                  0.354,                0.91273,                0.93068,                0.91492,                0.94957,                0.66156,                 1.0218,                0.45862,                 1.1509,             0.00069881,             0.00069881,             0.00069881
                    178,                0.59717,                0.35517,                 0.9081,                0.93067,                0.91793,                0.94731,                0.65455,                 1.0379,                0.47494,                 1.1645,             0.00069331,             0.00069331,             0.00069331
                    179,                0.61773,                0.35622,                 0.9171,                0.92903,                0.92308,                 0.9488,                0.66022,                 0.9939,                 0.4671,                 1.1428,              0.0006878,              0.0006878,              0.0006878
                    180,                0.58996,                0.34391,                0.91201,                 0.9386,                0.90119,                0.94792,                0.65828,                0.99396,                0.46219,                 1.1503,              0.0006823,              0.0006823,              0.0006823
                    181,                 0.6063,                 0.3553,                0.91147,                0.94244,                0.91479,                0.95144,                0.66133,                 1.0016,                0.45717,                 1.1492,              0.0006768,              0.0006768,              0.0006768
                    182,                0.60549,                0.35705,                 0.9197,                0.94093,                0.91082,                0.94835,                0.65347,                 1.0228,                0.46688,                 1.1558,              0.0006713,              0.0006713,              0.0006713
                    183,                0.60549,                0.35378,                0.91625,                0.94037,                 0.9246,                0.94936,                0.65905,                 1.0347,                0.45445,                 1.1611,              0.0006658,              0.0006658,              0.0006658
                    184,                0.60352,                0.35018,                0.92045,                0.94995,                0.91998,                0.94616,                0.66456,                 0.9667,                0.43353,                 1.1152,              0.0006603,              0.0006603,              0.0006603
                    185,                0.58292,                0.34318,                0.91357,                0.95359,                0.91527,                0.94631,                0.65984,                0.96257,                0.43392,                   1.11,              0.0006548,              0.0006548,              0.0006548
                    186,                0.58597,                0.35043,                 0.9063,                0.94776,                0.91699,                0.94632,                0.65922,                0.97811,                0.44907,                 1.1163,              0.0006493,              0.0006493,              0.0006493
                    187,                0.60963,                0.35646,                0.91975,                0.94968,                0.91263,                0.95042,                0.66106,                0.98825,                0.45061,                 1.1258,              0.0006438,              0.0006438,              0.0006438
                    188,                0.58462,                0.34875,                 0.9075,                0.95544,                0.91333,                 0.9567,                0.66485,                0.94751,                 0.4228,                 1.1052,             0.00063829,             0.00063829,             0.00063829
                    189,                0.58225,                0.34668,                0.91077,                0.94405,                0.92132,                0.95922,                0.66721,                0.96061,                0.44266,                 1.1151,             0.00063279,             0.00063279,             0.00063279
                    190,                0.59612,                0.35413,                0.91665,                0.95293,                0.90372,                 0.9538,                0.67451,                 0.9478,                0.44932,                 1.1069,             0.00062729,             0.00062729,             0.00062729
                    191,                0.55338,                0.33618,                0.90494,                0.95943,                0.90654,                0.95186,                0.67465,                0.94657,                0.43827,                 1.1036,             0.00062179,             0.00062179,             0.00062179
                    192,                0.61918,                0.36612,                0.91544,                0.95559,                0.90179,                0.95067,                0.66921,                0.95466,                0.43141,                 1.1055,             0.00061629,             0.00061629,             0.00061629
                    193,                0.58444,                0.34555,                0.91361,                 0.9467,                0.90788,                0.95148,                0.66964,                0.95663,                 0.4356,                 1.1068,             0.00061079,             0.00061079,             0.00061079
                    194,                0.53668,                0.32791,                0.89436,                0.95288,                0.90862,                0.95441,                0.67497,                0.95635,                0.44669,                 1.1107,             0.00060529,             0.00060529,             0.00060529
                    195,                0.59731,                0.34813,                0.90732,                0.94688,                0.89012,                0.94625,                0.66474,                0.97852,                0.48005,                 1.1324,             0.00059979,             0.00059979,             0.00059979
                    196,                0.58649,                0.34339,                 0.9206,                0.94377,                0.89538,                0.94096,                0.65453,                0.97527,                0.48556,                 1.1337,             0.00059429,             0.00059429,             0.00059429
                    197,                0.59729,                0.36162,                  0.918,                0.93854,                0.89509,                0.94402,                0.66136,                0.94781,                0.47318,                 1.1104,             0.00058878,             0.00058878,             0.00058878
                    198,                0.54913,                0.33831,                0.90305,                0.93408,                0.89836,                0.93996,                0.65628,                 1.0009,                0.47473,                 1.1475,             0.00058328,             0.00058328,             0.00058328
                    199,                0.56184,                0.33339,                0.90403,                0.93905,                0.90302,                0.93919,                0.65714,                0.98918,                0.46515,                 1.1399,             0.00057778,             0.00057778,             0.00057778
                    200,                0.57646,                0.33582,                0.92086,                0.95481,                 0.8969,                0.94378,                0.66249,                0.96427,                0.46146,                 1.1209,             0.00057228,             0.00057228,             0.00057228
                    201,                0.56634,                0.32817,                0.90904,                 0.9636,                0.89661,                 0.9495,                0.66727,                0.95932,                0.47197,                 1.1128,             0.00056678,             0.00056678,             0.00056678
                    202,                 0.5734,                0.33625,                0.90056,                0.94569,                0.89909,                 0.9485,                0.66803,                0.95645,                0.46392,                 1.1118,             0.00056128,             0.00056128,             0.00056128
                    203,                0.54962,                0.32901,                0.89191,                0.96142,                 0.8935,                0.95349,                0.67166,                0.97859,                0.44761,                 1.1273,             0.00055578,             0.00055578,             0.00055578
                    204,                0.57253,                0.34015,                0.90387,                 0.9575,                0.90345,                0.95428,                0.67475,                0.95894,                0.43263,                 1.1211,             0.00055028,             0.00055028,             0.00055028
                    205,                0.54558,                0.32342,                0.90196,                0.94301,                0.91751,                0.95276,                0.67719,                 0.9618,                0.42823,                 1.1218,             0.00054478,             0.00054478,             0.00054478
                    206,                0.55049,                 0.3348,                0.89742,                0.94136,                0.92401,                0.95503,                0.67113,                0.96064,                0.43286,                 1.1149,             0.00053927,             0.00053927,             0.00053927
                    207,                0.53592,                0.32121,                0.89893,                 0.9597,                 0.9001,                0.95278,                0.66954,                0.96677,                0.43592,                 1.1178,             0.00053377,             0.00053377,             0.00053377
                    208,                0.55454,                0.33642,                 0.9046,                0.93853,                0.92058,                0.95184,                0.67269,                0.95477,                0.43618,                  1.116,             0.00052827,             0.00052827,             0.00052827
                    209,                0.55216,                0.33395,                0.89202,                0.95789,                0.89597,                0.95162,                0.67252,                0.95843,                0.44041,                 1.1236,             0.00052277,             0.00052277,             0.00052277
                    210,                 0.5477,                0.33387,                0.90471,                0.95435,                0.89983,                0.95288,                0.67649,                0.91447,                 0.4251,                 1.1041,             0.00051727,             0.00051727,             0.00051727
                    211,                0.53371,                0.32448,                0.88981,                 0.9621,                0.89549,                0.95121,                0.67879,                0.91577,                0.42826,                 1.1087,             0.00051177,             0.00051177,             0.00051177
                    212,                0.54693,                0.33253,                0.90051,                0.95994,                0.90594,                0.94933,                0.67635,                0.90952,                0.42047,                 1.1012,             0.00050627,             0.00050627,             0.00050627
                    213,                0.50975,                0.31002,                0.89918,                0.94661,                0.91105,                0.94394,                0.67293,                0.92879,                0.42685,                 1.1081,             0.00050077,             0.00050077,             0.00050077
                    214,                0.54903,                0.32689,                0.90025,                0.95711,                0.89744,                0.94304,                0.67661,                0.94359,                0.43724,                 1.1244,             0.00049527,             0.00049527,             0.00049527
                    215,                0.54095,                0.32334,                0.90248,                0.96728,                0.89632,                0.94432,                0.67612,                0.96248,                0.45362,                 1.1396,             0.00048976,             0.00048976,             0.00048976
                    216,                0.54657,                0.32955,                0.88828,                0.96768,                0.89242,                0.94564,                0.66864,                0.97309,                0.45819,                 1.1405,             0.00048426,             0.00048426,             0.00048426
                    217,                0.52073,                0.31192,                0.89195,                0.95334,                0.90653,                0.94688,                0.66846,                0.95645,                0.44602,                 1.1335,             0.00047876,             0.00047876,             0.00047876
                    218,                0.53828,                0.32198,                0.90782,                0.95768,                0.90231,                0.94764,                0.67217,                0.94659,                0.43242,                 1.1364,             0.00047326,             0.00047326,             0.00047326
                    219,                0.52733,                0.31725,                0.90188,                0.95347,                0.90782,                0.95087,                0.66967,                0.96127,                0.43401,                 1.1464,             0.00046776,             0.00046776,             0.00046776
                    220,                0.51062,                0.30584,                0.89214,                0.95781,                0.90186,                0.95275,                0.67464,                0.93078,                0.42616,                 1.1195,             0.00046226,             0.00046226,             0.00046226
                    221,                  0.535,                0.31826,                0.89448,                0.95437,                0.89626,                0.94968,                0.67495,                0.94361,                0.43329,                 1.1385,             0.00045676,             0.00045676,             0.00045676
                    222,                0.52216,                0.31311,                0.89745,                0.94276,                0.89933,                0.94671,                0.67867,                0.92954,                0.44313,                 1.1312,             0.00045126,             0.00045126,             0.00045126
                    223,                0.51746,                 0.3193,                0.88963,                0.96206,                0.88181,                0.94651,                0.68188,                0.90486,                0.44676,                 1.1085,             0.00044576,             0.00044576,             0.00044576
                    224,                0.54554,                0.32447,                0.89906,                0.96755,                0.88486,                0.94676,                 0.6792,                0.92818,                 0.4355,                 1.1237,             0.00044025,             0.00044025,             0.00044025
                    225,                0.52597,                0.31281,                0.89437,                 0.9591,                0.88804,                0.94907,                0.68227,                0.93948,                0.44421,                 1.1304,             0.00043475,             0.00043475,             0.00043475
                    226,                0.52601,                0.31752,                0.88895,                0.97589,                0.87764,                0.94724,                0.68374,                0.95516,                0.45964,                 1.1276,             0.00042925,             0.00042925,             0.00042925
                    227,                0.51755,                0.30877,                0.89219,                0.95322,                0.90007,                0.94816,                0.68181,                0.95005,                0.45077,                 1.1254,             0.00042375,             0.00042375,             0.00042375
                    228,                 0.5239,                0.31088,                  0.892,                 0.9693,                0.89308,                0.95544,                0.68398,                0.90897,                0.42502,                 1.1014,             0.00041825,             0.00041825,             0.00041825
                    229,                0.52751,                 0.3182,                0.89434,                0.94647,                0.91622,                0.95537,                0.68273,                0.92017,                0.42446,                 1.1032,             0.00041275,             0.00041275,             0.00041275
                    230,                0.54726,                0.33222,                0.89728,                 0.9622,                0.90453,                0.95568,                0.68102,                0.93869,                0.42325,                 1.1152,             0.00040725,             0.00040725,             0.00040725
                    231,                0.49805,                0.30494,                0.88747,                0.95329,                0.91214,                0.95221,                0.68258,                0.94181,                  0.421,                 1.1199,             0.00040175,             0.00040175,             0.00040175
                    232,                0.50128,                0.30368,                0.88059,                0.95563,                0.91014,                0.95269,                0.68826,                0.92459,                0.41254,                 1.1144,             0.00039625,             0.00039625,             0.00039625
                    233,                0.48141,                0.29486,                0.87456,                0.95309,                0.91427,                0.95363,                0.68753,                0.92688,                0.41448,                 1.1228,             0.00039074,             0.00039074,             0.00039074
                    234,                0.50559,                 0.3022,                0.87608,                0.95338,                0.91641,                0.95561,                0.69002,                 0.9228,                0.41879,                 1.1159,             0.00038524,             0.00038524,             0.00038524
                    235,                0.50623,                0.30835,                0.89122,                0.95303,                0.91653,                  0.957,                0.68924,                0.90228,                0.40809,                 1.0989,             0.00037974,             0.00037974,             0.00037974
                    236,                0.50424,                0.30751,                0.89364,                 0.9606,                0.91338,                0.95806,                 0.6929,                0.89795,                 0.4006,                 1.0922,             0.00037424,             0.00037424,             0.00037424
                    237,                 0.4821,                0.29736,                0.88143,                0.96209,                0.91739,                0.95839,                0.69581,                0.91994,                0.40819,                 1.1059,             0.00036874,             0.00036874,             0.00036874
                    238,                0.51507,                 0.3089,                0.88221,                0.95589,                0.92147,                0.95717,                0.69553,                0.92936,                0.41376,                  1.112,             0.00036324,             0.00036324,             0.00036324
                    239,                0.47329,                0.29395,                0.87946,                0.95728,                0.91606,                0.95591,                 0.6944,                  0.924,                0.41712,                 1.1064,             0.00035774,             0.00035774,             0.00035774
                    240,                0.49607,                0.30322,                0.88215,                0.95429,                 0.9202,                0.95152,                0.68277,                0.94232,                0.41208,                 1.1219,             0.00035224,             0.00035224,             0.00035224
                    241,                0.49271,                0.30277,                0.87146,                0.95629,                0.91139,                0.95097,                 0.6844,                0.91528,                0.40147,                 1.1037,             0.00034674,             0.00034674,             0.00034674
                    242,                0.51427,                0.30722,                0.88276,                0.95305,                0.91972,                 0.9499,                0.68596,                0.91244,                0.40046,                 1.1016,             0.00034123,             0.00034123,             0.00034123
                    243,                0.48254,                0.29742,                0.88275,                0.94954,                0.91956,                0.94795,                0.68228,                0.91909,                0.40792,                 1.1066,             0.00033573,             0.00033573,             0.00033573
                    244,                0.47467,                0.29491,                0.86932,                0.94838,                0.91774,                0.94968,                0.68525,                0.92197,                0.41154,                 1.1125,             0.00033023,             0.00033023,             0.00033023
                    245,                0.47314,                0.28657,                0.88022,                0.94765,                0.92034,                0.95102,                0.68993,                0.90843,                0.40742,                  1.105,             0.00032473,             0.00032473,             0.00032473
                    246,                0.49545,                0.29905,                0.88643,                 0.9507,                0.91835,                 0.9524,                0.69334,                0.89794,                0.40946,                 1.0999,             0.00031923,             0.00031923,             0.00031923
                    247,                 0.4558,                0.28569,                0.87231,                0.94729,                0.92107,                0.95395,                0.68948,                 0.9158,                0.41233,                 1.1096,             0.00031373,             0.00031373,             0.00031373
                    248,                0.47549,                0.29335,                0.87914,                0.95338,                0.91072,                0.95184,                0.68765,                0.90278,                 0.4119,                 1.0954,             0.00030823,             0.00030823,             0.00030823
                    249,                0.49969,                0.30337,                0.88565,                0.94385,                0.91953,                0.95134,                0.68979,                0.88435,                0.41004,                 1.0811,             0.00030273,             0.00030273,             0.00030273
                    250,                0.47142,                0.29099,                 0.8747,                0.94577,                0.91719,                0.95282,                0.68891,                0.90442,                0.41173,                 1.0936,             0.00029723,             0.00029723,             0.00029723
                    251,                0.46823,                 0.2858,                0.87687,                 0.9443,                0.92233,                0.95392,                0.68896,                0.91215,                0.41307,                 1.1015,             0.00029172,             0.00029172,             0.00029172
                    252,                0.45862,                 0.2805,                0.87327,                  0.952,                0.91845,                0.95234,                0.69519,                0.89947,                0.41211,                 1.0913,             0.00028622,             0.00028622,             0.00028622
                    253,                0.48083,                0.29489,                 0.8712,                0.95142,                0.92265,                 0.9536,                0.69585,                0.90317,                 0.4073,                 1.0958,             0.00028072,             0.00028072,             0.00028072
                    254,                0.47425,                0.29152,                0.88342,                0.95364,                0.91735,                0.95519,                0.69646,                 0.9138,                0.40294,                 1.1036,             0.00027522,             0.00027522,             0.00027522
                    255,                0.46228,                0.28935,                0.86929,                0.95429,                0.91939,                0.95586,                0.69188,                0.92185,                0.40883,                 1.1048,             0.00026972,             0.00026972,             0.00026972
                    256,                0.47352,                0.29414,                0.88065,                0.94965,                0.92682,                0.95818,                0.69695,                0.89392,                0.40345,                 1.0905,             0.00026422,             0.00026422,             0.00026422
                    257,                0.46392,                0.28818,                0.87694,                0.94623,                0.92654,                0.95686,                 0.6968,                0.89505,                  0.406,                 1.0945,             0.00025872,             0.00025872,             0.00025872
                    258,                0.45613,                0.28322,                0.87816,                0.95084,                0.92477,                0.95522,                0.69636,                0.90841,                0.40764,                 1.1011,             0.00025322,             0.00025322,             0.00025322
                    259,                0.45445,                0.28616,                0.87146,                0.95338,                0.92054,                0.95437,                0.69953,                0.90194,                0.40734,                 1.0936,             0.00024772,             0.00024772,             0.00024772
                    260,                0.46005,                0.28764,                0.86925,                0.94889,                0.92333,                0.95468,                0.70028,                0.90554,                0.41072,                 1.0982,             0.00024222,             0.00024222,             0.00024222
                    261,                0.47301,                0.29585,                0.88101,                0.94946,                0.92478,                0.95612,                0.69951,                0.90698,                0.40906,                 1.1037,             0.00023671,             0.00023671,             0.00023671
                    262,                0.44499,                0.28334,                0.86723,                0.95206,                0.92706,                0.95616,                0.69906,                0.89444,                 0.4023,                 1.0953,             0.00023121,             0.00023121,             0.00023121
                    263,                0.46856,                0.29194,                0.87329,                0.95051,                0.92515,                0.95569,                0.69688,                0.89991,                0.40473,                 1.0969,             0.00022571,             0.00022571,             0.00022571
                    264,                0.45238,                0.28489,                0.86854,                0.94678,                0.92756,                0.95642,                0.69969,                   0.91,                0.41062,                 1.1012,             0.00022021,             0.00022021,             0.00022021
                    265,                0.47812,                 0.2938,                0.87545,                0.94777,                0.93061,                0.95756,                0.70127,                0.89549,                0.40797,                 1.0932,             0.00021471,             0.00021471,             0.00021471
                    266,                0.44333,                0.28311,                0.86376,                0.95397,                0.92331,                  0.959,                0.70435,                 0.8807,                0.40106,                  1.085,             0.00020921,             0.00020921,             0.00020921
                    267,                 0.4355,                0.27792,                0.86769,                0.94569,                0.92788,                0.95864,                0.70302,                0.88517,                0.40222,                 1.0898,             0.00020371,             0.00020371,             0.00020371
                    268,                0.46967,                0.29113,                0.87173,                0.94139,                0.92658,                0.95589,                 0.6953,                0.90498,                0.40166,                  1.107,             0.00019821,             0.00019821,             0.00019821
                    269,                0.46045,                0.28805,                0.87706,                 0.9449,                0.92389,                0.95521,                0.69103,                0.91532,                0.40661,                 1.1121,             0.00019271,             0.00019271,             0.00019271
                    270,                 0.4637,                0.28918,                0.86702,                0.94706,                0.92035,                0.95215,                0.68712,                 0.9255,                0.41103,                 1.1122,              0.0001872,              0.0001872,              0.0001872
                    271,                0.45201,                0.28524,                0.87312,                 0.9461,                0.91972,                0.95332,                0.68823,                0.93294,                0.40815,                 1.1177,              0.0001817,              0.0001817,              0.0001817
                    272,                0.44458,                0.28015,                0.86662,                0.96892,                0.90158,                0.95487,                0.69232,                0.91872,                0.39972,                 1.1141,              0.0001762,              0.0001762,              0.0001762
                    273,                 0.4183,                0.26908,                0.85445,                0.94761,                0.92261,                0.95521,                0.69544,                0.91125,                 0.3982,                 1.1135,              0.0001707,              0.0001707,              0.0001707
                    274,                0.43058,                0.27458,                0.86268,                0.95993,                0.91205,                0.95594,                0.69871,                0.90803,                0.40038,                 1.1116,              0.0001652,              0.0001652,              0.0001652
                    275,                0.44806,                0.27893,                0.86144,                0.96572,                0.90708,                0.95517,                 0.7007,                0.89754,                0.39919,                 1.1035,              0.0001597,              0.0001597,              0.0001597
                    276,                0.43534,                0.27288,                0.86688,                0.95427,                0.92269,                0.95631,                0.69892,                0.89265,                0.39987,                 1.0998,              0.0001542,              0.0001542,              0.0001542
                    277,                0.42341,                 0.2753,                0.85952,                0.96209,                0.91677,                0.95591,                 0.6994,                0.89356,                0.40096,                 1.0998,              0.0001487,              0.0001487,              0.0001487
                    278,                0.43835,                0.27691,                0.85905,                0.95813,                 0.9176,                0.95532,                0.69678,                0.89685,                0.40377,                 1.1049,              0.0001432,              0.0001432,              0.0001432
                    279,                0.43011,                0.27829,                0.86306,                0.95801,                0.91902,                0.95521,                0.69626,                  0.904,                0.40681,                  1.112,             0.00013769,             0.00013769,             0.00013769
                    280,                0.42365,                 0.2714,                0.86597,                0.95866,                 0.9196,                0.95433,                0.69347,                0.91539,                0.41251,                 1.1214,             0.00013219,             0.00013219,             0.00013219
                    281,                 0.4358,                 0.2726,                0.86945,                0.95673,                0.91958,                0.95348,                0.69585,                0.90277,                0.40874,                 1.1132,             0.00012669,             0.00012669,             0.00012669
                    282,                 0.4424,                0.27817,                0.87204,                0.94458,                0.92886,                0.95329,                0.69563,                0.88901,                0.40748,                 1.1013,             0.00012119,             0.00012119,             0.00012119
                    283,                0.44328,                0.27833,                0.86783,                0.95994,                 0.9182,                0.95393,                 0.6959,                0.88971,                0.40622,                 1.1007,             0.00011569,             0.00011569,             0.00011569
                    284,                0.42978,                 0.2734,                  0.872,                0.95192,                0.92683,                0.95429,                0.69591,                  0.894,                0.40481,                 1.1021,             0.00011019,             0.00011019,             0.00011019
                    285,                0.43427,                  0.276,                 0.8655,                0.95061,                0.92864,                0.95236,                0.69742,                 0.8993,                0.40546,                 1.1045,             0.00010469,             0.00010469,             0.00010469
                    286,                0.41643,                0.26848,                0.87064,                0.94599,                0.92673,                0.95182,                0.69849,                0.90289,                0.40611,                  1.104,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    287,                0.41761,                0.26688,                0.86399,                0.94728,                0.92749,                0.95239,                0.69735,                0.90087,                0.40411,                 1.1019,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    288,                 0.4259,                0.26822,                0.87572,                0.95211,                0.92469,                0.95421,                0.69689,                0.89132,                  0.401,                  1.099,             8.8184e-05,             8.8184e-05,             8.8184e-05
                    289,                0.40948,                0.26295,                0.86316,                0.95475,                0.92223,                0.95592,                0.69719,                0.88058,                0.39821,                 1.0929,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    290,                0.42034,                0.26855,                0.86524,                0.95757,                0.92292,                0.95563,                0.69728,                0.87788,                0.39597,                 1.0931,             7.7182e-05,             7.7182e-05,             7.7182e-05
                    291,                0.41818,                0.25386,                0.85556,                0.95827,                0.92214,                0.95499,                0.69712,                0.87609,                0.39522,                 1.0948,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    292,                 0.4098,                0.25641,                0.84714,                0.96137,                0.92042,                0.95318,                0.69583,                0.86971,                0.39058,                 1.0925,              6.618e-05,              6.618e-05,              6.618e-05
                    293,                0.39731,                0.24631,                0.85614,                0.96244,                 0.9187,                0.95422,                 0.6958,                0.86682,                0.38781,                  1.091,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    294,                0.39092,                0.24293,                0.84588,                0.95494,                0.92579,                0.95528,                0.69329,                0.86795,                0.38693,                 1.0933,             5.5178e-05,             5.5178e-05,             5.5178e-05
                    295,                0.38121,                0.23933,                0.83829,                0.96281,                0.92474,                0.95628,                 0.6916,                0.86957,                0.38657,                 1.0958,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    296,                0.37988,                0.23992,                0.84502,                0.95502,                0.92714,                0.95503,                0.69197,                0.87757,                0.38661,                 1.1031,             4.4176e-05,             4.4176e-05,             4.4176e-05
                    297,                0.35982,                0.22973,                0.82925,                0.95754,                 0.9255,                0.95459,                 0.6918,                0.88511,                0.38841,                 1.1093,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    298,                0.37254,                0.23871,                0.84058,                0.95753,                 0.9258,                0.95477,                0.69182,                0.88854,                0.39024,                 1.1129,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    299,                0.37211,                0.23673,                0.83092,                0.95986,                0.92635,                0.95867,                0.69273,                0.88654,                0.39113,                 1.1123,             2.7672e-05,             2.7672e-05,             2.7672e-05
                    300,                0.37895,                0.24076,                0.84389,                0.96023,                0.92711,                0.95824,                 0.6937,                0.88531,                0.39155,                 1.1122,             2.2171e-05,             2.2171e-05,             2.2171e-05
