                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                0.61163,                 0.3891,                0.98297,                0.95171,                0.91402,                0.95691,                0.79105,                0.72689,                 0.4187,                 1.1034,              0.0015625,              0.0015625,              0.0015625
                     21,                0.63654,                0.40942,                0.98862,                0.95174,                0.90353,                0.95244,                0.79069,                0.73956,                 0.4253,                 1.0891,               0.001557,               0.001557,               0.001557
                     22,                0.64205,                 0.4097,                0.99243,                0.94165,                0.88148,                  0.936,                0.76512,                0.78191,                0.46902,                 1.1324,              0.0015515,              0.0015515,              0.0015515
                     23,                0.60772,                0.39549,                0.98095,                 0.9388,                0.91731,                0.95515,                0.78324,                0.75011,                0.44255,                 1.1355,               0.001546,               0.001546,               0.001546
                     24,                0.58988,                0.38176,                0.97186,                0.94241,                0.90025,                 0.9482,                0.79315,                 0.7224,                0.42938,                 1.1101,              0.0015405,              0.0015405,              0.0015405
                     25,                0.59729,                0.38498,                0.97546,                0.94952,                0.91788,                0.96363,                0.80637,                0.72764,                0.42304,                 1.0968,               0.001535,               0.001535,               0.001535
                     26,                0.56805,                0.36753,                0.96874,                  0.946,                0.91932,                0.95924,                 0.7956,                0.71834,                0.41428,                 1.0905,              0.0015295,              0.0015295,              0.0015295
                     27,                0.55952,                0.36618,                0.95473,                0.95025,                0.91736,                 0.9601,                0.80789,                0.68522,                0.38352,                 1.0959,               0.001524,               0.001524,               0.001524
                     28,                0.57871,                0.37251,                0.96248,                0.95261,                0.91988,                0.95939,                0.80662,                0.69368,                0.38597,                 1.0885,              0.0015185,              0.0015185,              0.0015185
                     29,                0.60751,                0.38044,                0.98727,                0.93962,                0.91544,                0.95706,                 0.8073,                0.70424,                0.40828,                 1.0821,               0.001513,               0.001513,               0.001513
                     30,                0.52225,                0.34515,                 0.9418,                0.95325,                0.92016,                 0.9635,                0.81866,                0.66419,                0.36391,                 1.0724,              0.0015075,              0.0015075,              0.0015075
                     31,                0.56731,                0.35725,                0.96391,                0.93742,                0.92636,                0.95748,                0.80705,                0.69796,                 0.3868,                 1.0789,               0.001502,               0.001502,               0.001502
                     32,                0.57632,                0.36385,                  0.966,                0.93499,                 0.9194,                0.95724,                0.79279,                0.70858,                0.41827,                 1.1165,              0.0014965,              0.0014965,              0.0014965
                     33,                0.56266,                0.35887,                0.96142,                0.95127,                0.92592,                  0.966,                 0.8142,                0.68923,                 0.3765,                 1.1017,               0.001491,               0.001491,               0.001491
                     34,                0.56747,                0.36271,                0.96204,                0.94395,                0.92462,                0.95869,                0.80262,                0.70285,                0.39948,                 1.1037,              0.0014855,              0.0014855,              0.0014855
                     35,                0.55507,                0.35519,                0.96547,                  0.948,                0.92415,                0.96338,                0.82158,                0.68809,                0.40493,                  1.056,                0.00148,                0.00148,                0.00148
                     36,                0.56074,                0.36063,                0.96207,                0.94823,                0.91707,                0.95699,                0.81493,                0.67197,                 0.3932,                  1.061,              0.0014745,              0.0014745,              0.0014745
                     37,                0.56205,                0.36193,                0.95815,                0.94476,                0.92032,                0.96075,                0.82819,                0.65491,                0.37165,                 1.0479,               0.001469,               0.001469,               0.001469
                     38,                0.51339,                0.33398,                0.93856,                 0.9424,                0.91734,                0.95551,                0.79058,                 0.6929,                0.39248,                 1.1077,              0.0014635,              0.0014635,              0.0014635
                     39,                0.52558,                0.33963,                0.94553,                0.94019,                 0.9303,                0.96271,                 0.8054,                0.68739,                0.38154,                 1.0854,               0.001458,               0.001458,               0.001458
                     40,                 0.5493,                0.35005,                0.94918,                0.94909,                0.92583,                0.96209,                0.82628,                0.65426,                0.36389,                 1.0596,              0.0014525,              0.0014525,              0.0014525
                     41,                0.52161,                0.33901,                0.93884,                0.95412,                0.93801,                0.96625,                0.80709,                0.69423,                0.38521,                 1.1176,               0.001447,               0.001447,               0.001447
                     42,                0.55057,                0.35085,                0.95922,                0.94687,                0.91828,                0.95454,                0.81188,                0.66392,                0.41132,                 1.0801,              0.0014415,              0.0014415,              0.0014415
                     43,                0.54318,                0.35815,                0.95398,                0.94138,                0.92635,                0.96297,                0.81941,                0.65915,                 0.3781,                 1.0778,               0.001436,               0.001436,               0.001436
                     44,                0.49415,                0.32623,                0.92896,                0.95022,                0.92726,                0.96353,                 0.8229,                0.63345,                 0.3703,                 1.0583,              0.0014305,              0.0014305,              0.0014305
                     45,                0.52214,                0.33686,                 0.9401,                0.94542,                0.93388,                0.96618,                0.81834,                0.65885,                0.36974,                 1.0811,               0.001425,               0.001425,               0.001425
                     46,                0.53187,                0.34999,                0.94646,                 0.9495,                0.92622,                0.96608,                0.82985,                0.60971,                0.36409,                 1.0504,              0.0014195,              0.0014195,              0.0014195
                     47,                0.49345,                0.32451,                0.92056,                0.94612,                0.92686,                0.96364,                0.82845,                0.60208,                0.37665,                 1.0375,              0.0014139,              0.0014139,              0.0014139
                     48,                0.50554,                0.33135,                0.92635,                0.94575,                0.92769,                0.96126,                0.82867,                0.61219,                0.37793,                 1.0541,              0.0014084,              0.0014084,              0.0014084
                     49,                 0.4876,                0.32433,                 0.9263,                0.94555,                0.93176,                0.96713,                0.82594,                 0.6256,                0.36916,                 1.0747,              0.0014029,              0.0014029,              0.0014029
                     50,                0.51921,                0.34155,                0.93711,                0.94967,                0.92315,                 0.9641,                0.83036,                0.61827,                0.37029,                  1.051,              0.0013974,              0.0013974,              0.0013974
                     51,                0.50271,                0.33581,                 0.9371,                0.93586,                0.94167,                0.96769,                0.84013,                0.58105,                0.36403,                 1.0373,              0.0013919,              0.0013919,              0.0013919
                     52,                 0.5013,                0.33655,                0.93285,                0.94879,                0.94005,                 0.9662,                0.83023,                0.59235,                0.37769,                 1.0402,              0.0013864,              0.0013864,              0.0013864
                     53,                 0.4791,                0.33372,                0.92124,                0.94684,                0.94658,                0.96895,                0.82765,                0.61895,                0.37359,                 1.0672,              0.0013809,              0.0013809,              0.0013809
                     54,                0.46588,                 0.3105,                0.91313,                0.95572,                 0.9326,                0.97019,                0.84549,                 0.5513,                0.36944,                 1.0147,              0.0013754,              0.0013754,              0.0013754
                     55,                 0.4602,                0.31193,                0.91716,                0.94725,                0.94065,                0.97032,                0.85528,                0.54634,                0.35829,                 1.0097,              0.0013699,              0.0013699,              0.0013699
                     56,                0.44978,                0.31039,                 0.9121,                0.94924,                 0.9416,                0.97125,                0.84122,                0.59861,                0.34877,                 1.0645,              0.0013644,              0.0013644,              0.0013644
                     57,                0.46799,                 0.3218,                0.91757,                0.95395,                0.93604,                 0.9695,                0.83495,                0.58088,                0.35283,                  1.038,              0.0013589,              0.0013589,              0.0013589
                     58,                0.47965,                0.33236,                 0.9247,                0.95646,                0.93585,                0.96875,                0.84781,                0.56081,                0.35591,                 1.0204,              0.0013534,              0.0013534,              0.0013534
                     59,                 0.4626,                 0.3189,                0.91671,                 0.9497,                0.93593,                0.96662,                0.83456,                0.59651,                 0.3488,                 1.0455,              0.0013479,              0.0013479,              0.0013479
                     60,                0.49046,                0.33464,                0.92262,                0.94371,                0.93218,                0.96686,                0.84181,                0.58061,                0.37371,                 1.0274,              0.0013424,              0.0013424,              0.0013424
                     61,                0.46008,                0.32208,                0.91344,                0.95574,                0.93471,                0.96647,                0.84097,                0.56126,                0.35714,                 1.0175,              0.0013369,              0.0013369,              0.0013369
                     62,                0.47274,                0.32529,                0.91478,                0.95681,                0.92492,                0.96786,                0.84444,                0.56238,                0.36206,                 1.0209,              0.0013314,              0.0013314,              0.0013314
                     63,                0.44867,                0.31459,                0.90688,                0.95452,                0.94367,                0.97098,                0.83756,                0.59827,                0.36417,                 1.0613,              0.0013259,              0.0013259,              0.0013259
                     64,                0.46101,                0.31822,                0.91087,                0.94283,                 0.9391,                 0.9678,                 0.8379,                0.57726,                0.34564,                 1.0505,              0.0013204,              0.0013204,              0.0013204
                     65,                 0.4603,                0.32048,                0.90483,                0.94969,                0.94386,                0.97068,                0.84841,                0.56824,                0.34089,                 1.0372,              0.0013149,              0.0013149,              0.0013149
                     66,                0.43581,                0.30098,                0.90056,                0.95203,                0.94906,                0.97288,                0.85664,                0.55053,                0.33553,                 1.0125,              0.0013094,              0.0013094,              0.0013094
                     67,                0.47651,                0.32525,                0.91933,                0.95178,                 0.9412,                0.96856,                0.85087,                0.55477,                0.35445,                 1.0103,              0.0013039,              0.0013039,              0.0013039
                     68,                0.42607,                0.30139,                0.89936,                0.94014,                 0.9457,                0.96923,                0.85529,                0.53196,                0.35934,                 1.0048,              0.0012984,              0.0012984,              0.0012984
                     69,                0.44378,                0.31609,                0.89627,                0.95122,                0.93572,                 0.9626,                0.84399,                0.54859,                0.37404,                 1.0138,              0.0012929,              0.0012929,              0.0012929
                     70,                0.44174,                0.31005,                0.89894,                0.95165,                0.94156,                0.97195,                0.85569,                 0.5422,                0.33394,                 1.0057,              0.0012874,              0.0012874,              0.0012874
                     71,                0.44845,                0.30773,                0.90118,                0.95028,                 0.9376,                0.96711,                0.83125,                 0.5732,                0.35465,                 1.0621,              0.0012819,              0.0012819,              0.0012819
                     72,                0.46025,                0.32376,                0.90464,                0.95428,                0.94363,                0.97319,                0.85503,                 0.5406,                0.33893,                 1.0099,              0.0012764,              0.0012764,              0.0012764
                     73,                0.45304,                0.31449,                0.90203,                 0.9509,                0.93875,                0.96723,                 0.8505,                0.54299,                0.35393,                 1.0087,              0.0012709,              0.0012709,              0.0012709
                     74,                 0.4427,                 0.3145,                0.90381,                0.94752,                0.94763,                0.97056,                0.84649,                0.57497,                0.36147,                 1.0422,              0.0012654,              0.0012654,              0.0012654
                     75,                0.43363,                0.30401,                0.90494,                0.95035,                0.94839,                0.97006,                0.82913,                0.59416,                0.33516,                 1.0824,              0.0012599,              0.0012599,              0.0012599
                     76,                0.42627,                0.29882,                0.89882,                0.95297,                0.93676,                0.96618,                0.84908,                 0.5115,                0.35336,                 1.0023,              0.0012544,              0.0012544,              0.0012544
                     77,                0.42151,                0.30179,                0.89091,                0.95509,                0.94244,                0.97268,                0.86846,                0.49838,                0.33321,                0.98599,              0.0012489,              0.0012489,              0.0012489
                     78,                0.44002,                0.30383,                0.89857,                0.95078,                0.94366,                0.97254,                0.86558,                0.50186,                 0.3394,                0.99587,              0.0012434,              0.0012434,              0.0012434
                     79,                0.41421,                0.29864,                0.88861,                0.95863,                 0.9467,                0.97183,                0.85706,                0.51444,                0.34495,                 1.0026,              0.0012379,              0.0012379,              0.0012379
                     80,                0.42184,                0.30378,                 0.8907,                0.95412,                0.94377,                0.97058,                0.86428,                0.49414,                0.33067,                0.98755,              0.0012324,              0.0012324,              0.0012324
                     81,                0.41205,                0.29033,                0.88789,                0.95266,                0.95119,                0.97348,                 0.8549,                0.53126,                0.32875,                 1.0214,              0.0012269,              0.0012269,              0.0012269
                     82,                0.39918,                0.28583,                0.87963,                0.95126,                0.95017,                0.97285,                0.84879,                0.55254,                0.32915,                  1.045,              0.0012214,              0.0012214,              0.0012214
                     83,                0.40163,                0.29342,                  0.884,                0.96352,                 0.9422,                0.97077,                0.84715,                0.55099,                0.32963,                 1.0489,              0.0012159,              0.0012159,              0.0012159
                     84,                0.39888,                0.28238,                0.87995,                0.95558,                0.94259,                0.97042,                0.85995,                 0.5057,                0.31776,                 1.0023,              0.0012104,              0.0012104,              0.0012104
                     85,                0.40689,                0.29183,                0.88416,                0.95194,                0.94455,                0.97017,                0.86088,                0.52536,                0.35728,                 1.0062,              0.0012049,              0.0012049,              0.0012049
                     86,                0.39016,                0.28502,                0.87765,                0.95386,                0.94649,                0.97328,                 0.8679,                0.48715,                0.32098,                0.98761,              0.0011994,              0.0011994,              0.0011994
                     87,                0.40834,                0.29666,                0.89013,                0.95852,                0.94607,                0.97313,                0.87296,                0.48809,                 0.3171,                0.98436,              0.0011939,              0.0011939,              0.0011939
                     88,                0.41669,                0.30203,                0.89241,                0.95416,                0.94577,                0.97141,                0.85751,                0.51838,                0.34073,                 1.0007,              0.0011884,              0.0011884,              0.0011884
                     89,                0.45255,                0.31071,                0.90087,                0.94754,                0.94803,                0.96959,                0.84876,                0.53585,                0.35726,                 1.0227,              0.0011829,              0.0011829,              0.0011829
                     90,                  0.407,                0.30147,                0.88439,                0.95282,                0.93866,                0.96904,                0.84641,                0.55401,                0.36307,                 1.0382,              0.0011774,              0.0011774,              0.0011774
                     91,                0.41445,                0.29924,                0.88314,                0.95818,                0.93958,                0.96871,                0.84537,                0.55635,                0.33724,                  1.045,              0.0011719,              0.0011719,              0.0011719
                     92,                0.40874,                0.28942,                0.88783,                0.95167,                0.94344,                0.97155,                0.84448,                0.54623,                0.34491,                 1.0357,              0.0011664,              0.0011664,              0.0011664
                     93,                0.40174,                0.29528,                0.88672,                0.95996,                0.94311,                0.97179,                0.86339,                0.49951,                0.33071,                0.99232,              0.0011609,              0.0011609,              0.0011609
                     94,                0.41629,                0.30164,                 0.8949,                0.95525,                0.94553,                0.97117,                0.86658,                0.48337,                0.33693,                0.98596,              0.0011554,              0.0011554,              0.0011554
                     95,                0.40213,                0.30202,                0.88231,                 0.9523,                0.94412,                0.97214,                 0.8635,                0.49199,                0.34466,                0.98944,              0.0011499,              0.0011499,              0.0011499
                     96,                0.38339,                0.28624,                0.87429,                0.95899,                0.94541,                0.97352,                 0.8709,                0.48897,                0.31494,                0.98634,              0.0011444,              0.0011444,              0.0011444
                     97,                 0.3881,                0.28346,                0.87819,                0.94903,                0.94569,                0.97044,                0.85857,                0.50115,                0.34075,                 1.0074,              0.0011389,              0.0011389,              0.0011389
                     98,                0.38327,                0.27972,                0.87532,                0.96142,                0.94652,                0.97045,                 0.8365,                0.55912,                0.33438,                 1.0572,              0.0011334,              0.0011334,              0.0011334
                     99,                0.39891,                 0.2935,                0.88874,                0.95911,                0.94313,                0.97171,                0.87068,                0.47827,                0.32506,                0.97707,              0.0011279,              0.0011279,              0.0011279
                    100,                0.41074,                0.29059,                0.88457,                0.95916,                0.94257,                0.96973,                0.86089,                 0.4977,                0.33499,                0.99034,              0.0011224,              0.0011224,              0.0011224
                    101,                0.38189,                 0.2825,                0.87211,                0.95211,                0.94611,                0.96966,                0.86944,                0.47791,                0.31024,                0.98606,              0.0011169,              0.0011169,              0.0011169
                    102,                0.39294,                0.28968,                 0.8762,                0.96017,                0.94975,                0.97061,                 0.8406,                0.55421,                 0.3383,                 1.0513,              0.0011114,              0.0011114,              0.0011114
                    103,                0.38623,                0.27957,                0.87761,                0.95455,                0.94014,                0.97089,                0.86653,                0.48392,                0.33713,                 0.9805,              0.0011059,              0.0011059,              0.0011059
                    104,                0.38248,                0.29335,                 0.8804,                0.96063,                0.94745,                0.97207,                0.86502,                0.48944,                0.33764,                 0.9925,              0.0011004,              0.0011004,              0.0011004
                    105,                0.37768,                0.27415,                0.87707,                0.95811,                0.94387,                0.97185,                0.86363,                0.49329,                0.32004,                0.99379,              0.0010949,              0.0010949,              0.0010949
                    106,                0.36115,                0.27669,                0.86696,                0.96142,                0.94799,                0.97373,                0.86419,                0.49729,                0.32566,                 1.0038,              0.0010894,              0.0010894,              0.0010894
                    107,                0.36287,                0.27001,                0.87044,                0.95551,                0.95061,                0.97464,                0.87274,                0.47114,                0.31361,                0.98463,              0.0010839,              0.0010839,              0.0010839
                    108,                0.37407,                 0.2787,                0.87307,                0.96099,                0.94206,                0.97316,                0.87104,                0.47592,                0.31164,                0.97877,              0.0010784,              0.0010784,              0.0010784
                    109,                0.37402,                0.27581,                0.87044,                0.95976,                 0.9478,                0.97275,                0.87345,                0.47963,                0.30946,                 0.9886,              0.0010729,              0.0010729,              0.0010729
                    110,                0.38684,                0.27436,                 0.8827,                0.95857,                0.94794,                0.97244,                0.87148,                0.46157,                0.31291,                0.97446,              0.0010674,              0.0010674,              0.0010674
                    111,                0.37545,                0.27807,                0.86976,                0.95825,                0.94929,                 0.9741,                0.87518,                0.47117,                0.32494,                  0.978,              0.0010619,              0.0010619,              0.0010619
                    112,                0.38859,                0.28269,                0.87612,                 0.9652,                0.94233,                0.97297,                0.86389,                0.49441,                0.32921,                0.99813,              0.0010564,              0.0010564,              0.0010564
                    113,                0.36035,                0.25584,                0.86751,                0.96262,                0.94584,                0.97326,                0.86379,                0.48852,                0.31149,                 1.0051,              0.0010509,              0.0010509,              0.0010509
                    114,                0.36943,                 0.2794,                0.87022,                0.96029,                0.94542,                0.97319,                0.87462,                0.45799,                0.31116,                0.97234,              0.0010454,              0.0010454,              0.0010454
                    115,                0.37825,                 0.2806,                0.87501,                0.95988,                 0.9488,                0.97461,                0.86862,                0.47895,                0.32276,                0.98781,              0.0010399,              0.0010399,              0.0010399
                    116,                0.37207,                0.27427,                0.86761,                0.95935,                0.95307,                0.97426,                 0.8747,                0.46723,                0.31143,                 0.9815,              0.0010344,              0.0010344,              0.0010344
                    117,                0.37406,                0.27213,                0.87455,                0.95962,                0.95063,                0.97314,                0.86929,                0.47303,                0.32778,                0.98079,              0.0010289,              0.0010289,              0.0010289
                    118,                0.36191,                0.26879,                0.86826,                0.95838,                0.95084,                0.97364,                0.87165,                 0.4876,                0.33294,                0.99976,              0.0010234,              0.0010234,              0.0010234
                    119,                0.37116,                0.27429,                0.87239,                0.95964,                 0.9454,                0.97119,                0.87476,                0.45582,                0.30681,                 0.9691,              0.0010179,              0.0010179,              0.0010179
                    120,                0.36364,                0.26627,                0.86887,                0.96562,                0.94209,                0.97368,                0.86649,                0.46608,                0.33479,                0.98654,              0.0010124,              0.0010124,              0.0010124
                    121,                0.37601,                 0.2755,                0.87255,                0.95952,                0.94708,                  0.976,                0.86811,                 0.4767,                0.31408,                0.99807,              0.0010069,              0.0010069,              0.0010069
                    122,                0.36374,                0.27302,                0.86909,                0.94766,                0.95405,                0.97319,                0.85724,                0.50239,                0.33511,                 1.0098,              0.0010014,              0.0010014,              0.0010014
                    123,                0.38295,                0.28458,                0.87866,                 0.9527,                0.94023,                0.97058,                0.86778,                0.46255,                  0.341,                 0.9742,             0.00099587,             0.00099587,             0.00099587
                    124,                0.35252,                0.26172,                0.86319,                0.96006,                0.94617,                0.97146,                0.84826,                0.53251,                0.32035,                 1.0487,             0.00099036,             0.00099036,             0.00099036
                    125,                 0.3702,                0.26865,                0.87078,                0.96505,                 0.9453,                0.97452,                0.87243,                0.48368,                0.30971,                0.99195,             0.00098486,             0.00098486,             0.00098486
                    126,                0.38006,                0.27866,                0.87846,                0.95426,                0.95193,                0.97154,                0.86774,                0.46974,                0.31222,                 0.9782,             0.00097936,             0.00097936,             0.00097936
                    127,                0.36491,                0.26995,                0.86852,                 0.9652,                0.94453,                0.97384,                0.87585,                 0.4553,                0.31113,                0.96623,             0.00097386,             0.00097386,             0.00097386
                    128,                0.38103,                0.27703,                0.87696,                0.95609,                0.94632,                0.97305,                0.85197,                0.51437,                0.32081,                 1.0338,             0.00096836,             0.00096836,             0.00096836
                    129,                 0.3645,                0.27402,                0.86411,                0.96107,                 0.9485,                0.97255,                0.87623,                 0.4516,                 0.3089,                0.97088,             0.00096286,             0.00096286,             0.00096286
                    130,                0.36649,                 0.2689,                0.86988,                0.96156,                0.94986,                0.97381,                0.86527,                0.49691,                0.32232,                 1.0085,             0.00095736,             0.00095736,             0.00095736
                    131,                0.36051,                0.26793,                0.85909,                0.95221,                0.95205,                0.97475,                0.87322,                 0.4653,                0.32606,                0.98428,             0.00095186,             0.00095186,             0.00095186
                    132,                0.33436,                0.25089,                0.85924,                0.95971,                0.95085,                0.97544,                0.88144,                0.43844,                0.29785,                0.96583,             0.00094636,             0.00094636,             0.00094636
                    133,                0.35539,                0.26358,                0.86094,                0.96012,                0.95064,                0.97338,                0.87568,                0.44462,                0.31062,                0.97318,             0.00094085,             0.00094085,             0.00094085
                    134,                0.35831,                0.26878,                0.86842,                0.96575,                0.95054,                0.97426,                 0.8801,                0.43948,                0.28477,                0.96048,             0.00093535,             0.00093535,             0.00093535
                    135,                 0.3475,                0.26236,                0.86347,                0.96519,                 0.9489,                0.97301,                0.87931,                 0.4421,                0.30217,                0.96566,             0.00092985,             0.00092985,             0.00092985
                    136,                0.33688,                0.25656,                0.85757,                 0.9661,                0.94864,                0.97241,                 0.8797,                0.44518,                0.29224,                0.96764,             0.00092435,             0.00092435,             0.00092435
                    137,                 0.3531,                0.25475,                0.86762,                0.95821,                0.95175,                0.97278,                  0.874,                0.45226,                0.31392,                0.98588,             0.00091885,             0.00091885,             0.00091885
                    138,                 0.3401,                0.25278,                0.85915,                0.96541,                0.94953,                0.97335,                0.88193,                0.44879,                0.30086,                0.98161,             0.00091335,             0.00091335,             0.00091335
                    139,                0.33239,                0.25849,                0.85546,                0.96286,                0.95107,                 0.9733,                0.87527,                0.45677,                0.30522,                0.98727,             0.00090785,             0.00090785,             0.00090785
                    140,                0.36872,                0.26559,                0.86538,                0.96548,                0.95062,                0.97404,                0.88317,                 0.4371,                0.28793,                0.96959,             0.00090235,             0.00090235,             0.00090235
                    141,                0.34685,                0.26712,                0.86281,                0.95698,                0.94883,                0.97127,                0.87659,                0.44091,                0.30581,                0.96499,             0.00089685,             0.00089685,             0.00089685
                    142,                0.35945,                0.26846,                0.86447,                0.96329,                0.95243,                0.97328,                0.88134,                0.44222,                0.30392,                0.97607,             0.00089134,             0.00089134,             0.00089134
                    143,                0.32473,                0.24143,                0.85212,                0.95708,                0.95247,                 0.9698,                0.87494,                0.43074,                0.30583,                0.96546,             0.00088584,             0.00088584,             0.00088584
                    144,                0.34474,                0.25746,                0.85682,                 0.9613,                 0.9506,                0.97206,                0.87328,                0.45485,                0.31373,                0.97916,             0.00088034,             0.00088034,             0.00088034
                    145,                0.35062,                  0.251,                0.85913,                0.96582,                 0.9491,                0.97176,                0.87796,                0.44778,                 0.2999,                0.97703,             0.00087484,             0.00087484,             0.00087484
                    146,                0.34602,                0.25706,                0.86103,                0.95998,                0.94962,                0.97204,                0.87776,                0.44091,                0.29701,                0.97865,             0.00086934,             0.00086934,             0.00086934
                    147,                0.33678,                0.26019,                0.85496,                0.96282,                0.94658,                0.96945,                0.87843,                0.42859,                0.28782,                 0.9645,             0.00086384,             0.00086384,             0.00086384
                    148,                0.31971,                0.24608,                0.85577,                  0.961,                0.94976,                0.97172,                0.87707,                0.44513,                0.29766,                0.97602,             0.00085834,             0.00085834,             0.00085834
                    149,                 0.3333,                0.25862,                0.85235,                0.96449,                  0.949,                0.97184,                0.87532,                0.44356,                0.28909,                0.97774,             0.00085284,             0.00085284,             0.00085284
                    150,                0.32926,                0.25206,                 0.8587,                0.95045,                0.94942,                0.97098,                0.87799,                0.44021,                  0.295,                0.97046,             0.00084734,             0.00084734,             0.00084734
                    151,                0.34525,                0.26233,                0.85746,                0.96236,                0.95179,                0.97371,                0.88264,                0.43821,                 0.2805,                0.96938,             0.00084184,             0.00084184,             0.00084184
                    152,                0.33239,                0.25631,                0.85379,                0.96306,                0.95606,                0.97493,                0.88133,                0.43286,                0.27808,                0.96955,             0.00083633,             0.00083633,             0.00083633
                    153,                0.32871,                0.24747,                0.84681,                0.95795,                0.95199,                0.97295,                0.87883,                0.43859,                 0.3052,                0.97085,             0.00083083,             0.00083083,             0.00083083
                    154,                0.32617,                0.24517,                0.85376,                0.96447,                0.94971,                0.97296,                0.88054,                0.43908,                0.28757,                0.97354,             0.00082533,             0.00082533,             0.00082533
                    155,                0.31857,                0.24087,                 0.8534,                0.96739,                0.95033,                0.97321,                 0.8847,                0.42401,                0.28134,                0.96571,             0.00081983,             0.00081983,             0.00081983
                    156,                0.33415,                0.24829,                0.85426,                0.96449,                0.95182,                0.97403,                0.88097,                0.43449,                0.29485,                0.97435,             0.00081433,             0.00081433,             0.00081433
                    157,                0.33316,                0.24369,                0.85666,                0.96543,                0.94995,                0.97358,                0.88205,                0.43314,                 0.2973,                0.97038,             0.00080883,             0.00080883,             0.00080883
                    158,                0.33114,                0.24866,                0.85537,                0.97195,                0.94947,                0.97393,                0.88607,                0.42917,                0.28001,                0.96598,             0.00080333,             0.00080333,             0.00080333
                    159,                 0.3139,                0.24253,                 0.8471,                0.96316,                 0.9486,                0.97326,                0.87931,                0.43589,                 0.3018,                0.97704,             0.00079783,             0.00079783,             0.00079783
