                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                0.33721,                0.24467,                0.85746,                0.96122,                0.95165,                0.97216,                0.88316,                0.42514,                0.28908,                0.96732,             0.00079233,             0.00079233,             0.00079233
                    161,                0.32079,                0.24422,                0.85007,                0.96636,                  0.949,                0.97375,                0.88468,                0.42646,                0.28093,                0.96195,             0.00078682,             0.00078682,             0.00078682
                    162,                0.33447,                0.24939,                0.85937,                0.96318,                0.94874,                0.97433,                0.88224,                0.43838,                0.29852,                0.97589,             0.00078132,             0.00078132,             0.00078132
                    163,                0.34653,                0.26721,                0.86213,                 0.9566,                  0.955,                0.97341,                0.88196,                0.43363,                0.29283,                0.96848,             0.00077582,             0.00077582,             0.00077582
                    164,                 0.3299,                0.24763,                0.85166,                0.96651,                0.95486,                0.97531,                0.88796,                0.41543,                0.27831,                0.96319,             0.00077032,             0.00077032,             0.00077032
                    165,                0.31219,                0.23618,                0.84837,                0.96059,                0.94962,                0.97476,                0.88468,                0.42133,                 0.2931,                0.96713,             0.00076482,             0.00076482,             0.00076482
                    166,                0.32578,                0.24964,                0.85066,                0.96633,                 0.9512,                0.97517,                0.88355,                0.42142,                0.28473,                0.95896,             0.00075932,             0.00075932,             0.00075932
                    167,                0.30552,                0.23875,                0.84876,                0.96717,                0.94793,                0.97287,                0.88311,                0.42315,                0.28971,                0.96584,             0.00075382,             0.00075382,             0.00075382
                    168,                 0.3238,                0.24323,                0.85343,                 0.9636,                 0.9525,                0.97314,                0.88183,                0.42599,                0.27962,                 0.9629,             0.00074832,             0.00074832,             0.00074832
                    169,                0.31277,                0.22978,                0.85079,                0.96067,                 0.9531,                0.97316,                0.88012,                0.42554,                 0.2874,                0.96832,             0.00074282,             0.00074282,             0.00074282
                    170,                0.32871,                0.24778,                0.85392,                0.97224,                0.94564,                0.97262,                0.88618,                0.41811,                0.27595,                0.95499,             0.00073731,             0.00073731,             0.00073731
                    171,                0.31931,                 0.2432,                0.84774,                0.96599,                0.95246,                0.97393,                0.88691,                0.41415,                 0.2735,                0.95979,             0.00073181,             0.00073181,             0.00073181
                    172,                 0.3008,                0.22688,                0.84503,                0.96435,                0.95525,                0.97357,                0.88798,                0.41619,                0.27494,                0.96256,             0.00072631,             0.00072631,             0.00072631
                    173,                0.31995,                 0.2352,                0.85129,                0.96215,                 0.9508,                0.97137,                0.88154,                0.41866,                0.28989,                0.96434,             0.00072081,             0.00072081,             0.00072081
                    174,                0.31697,                0.23714,                0.84765,                0.96485,                0.95628,                0.97491,                0.88682,                0.42663,                 0.2804,                0.96789,             0.00071531,             0.00071531,             0.00071531
                    175,                0.31981,                0.25405,                0.84869,                0.96242,                0.95347,                0.97362,                0.88242,                0.41735,                0.28917,                 0.9638,             0.00070981,             0.00070981,             0.00070981
                    176,                0.30175,                0.23661,                0.84425,                0.96821,                0.95058,                0.97237,                0.88642,                0.42138,                0.28296,                 0.9671,             0.00070431,             0.00070431,             0.00070431
                    177,                0.32141,                0.23888,                0.85137,                0.96582,                0.95344,                0.97501,                0.88722,                0.41724,                0.27183,                0.97145,             0.00069881,             0.00069881,             0.00069881
                    178,                0.32586,                0.24081,                0.85537,                0.96563,                0.95607,                0.97504,                0.88677,                0.42068,                0.27568,                0.96355,             0.00069331,             0.00069331,             0.00069331
                    179,                0.32878,                0.24946,                0.85182,                0.96863,                0.95364,                0.97433,                0.88652,                0.41861,                0.27373,                0.96695,              0.0006878,              0.0006878,              0.0006878
                    180,                0.31728,                0.22884,                0.84909,                 0.9709,                0.95247,                0.97484,                0.88757,                0.42086,                0.27409,                0.96289,              0.0006823,              0.0006823,              0.0006823
                    181,                0.31721,                0.24593,                0.85272,                 0.9699,                0.95495,                0.97492,                0.88756,                0.41148,                0.26885,                0.95742,              0.0006768,              0.0006768,              0.0006768
                    182,                0.30368,                0.23157,                0.84186,                0.96779,                0.95589,                0.97459,                0.88625,                0.42231,                0.27648,                0.97301,              0.0006713,              0.0006713,              0.0006713
                    183,                0.32046,                0.23693,                 0.8494,                0.97037,                0.95184,                0.97559,                0.88732,                 0.4178,                0.27042,                0.97282,              0.0006658,              0.0006658,              0.0006658
                    184,                0.31249,                0.23588,                0.84928,                0.96672,                0.95248,                 0.9752,                 0.8837,                0.43495,                0.28949,                0.97717,              0.0006603,              0.0006603,              0.0006603
                    185,                0.29723,                 0.2341,                0.84183,                0.96661,                0.95631,                0.97635,                0.88767,                0.42296,                0.28356,                0.96901,              0.0006548,              0.0006548,              0.0006548
                    186,                0.30027,                0.24279,                0.84792,                0.96607,                0.95768,                0.97568,                0.88929,                0.41014,                0.27625,                0.96299,              0.0006493,              0.0006493,              0.0006493
                    187,                0.29378,                0.23849,                0.83963,                0.95903,                0.94992,                0.97418,                0.88521,                 0.4256,                0.29891,                0.96551,              0.0006438,              0.0006438,              0.0006438
                    188,                0.30425,                0.23741,                0.84441,                0.96391,                0.95468,                 0.9752,                0.88765,                0.41092,                0.27916,                0.96309,             0.00063829,             0.00063829,             0.00063829
                    189,                 0.3136,                0.22893,                0.84494,                0.96889,                0.95242,                 0.9748,                0.88754,                0.41918,                0.28248,                0.97018,             0.00063279,             0.00063279,             0.00063279
                    190,                0.29713,                 0.2306,                0.84328,                0.96386,                0.95586,                0.97469,                0.89094,                0.40896,                0.27044,                0.96226,             0.00062729,             0.00062729,             0.00062729
                    191,                0.29851,                0.22157,                0.84075,                0.96549,                0.95234,                0.97195,                0.88121,                0.42033,                0.28504,                 0.9675,             0.00062179,             0.00062179,             0.00062179
                    192,                0.30468,                0.23336,                0.84788,                0.96703,                0.95469,                0.97527,                0.88521,                0.41844,                0.28205,                0.96578,             0.00061629,             0.00061629,             0.00061629
                    193,                0.29408,                0.22416,                0.83988,                0.97055,                 0.9567,                0.97426,                0.89057,                0.41114,                0.26598,                0.96681,             0.00061079,             0.00061079,             0.00061079
                    194,                0.30314,                 0.2267,                0.84751,                0.96605,                0.95308,                0.97372,                0.88358,                0.42637,                0.29528,                0.97513,             0.00060529,             0.00060529,             0.00060529
                    195,                0.29732,                0.22792,                0.84276,                0.96906,                 0.9509,                0.97365,                0.88784,                0.40511,                0.28247,                0.96092,             0.00059979,             0.00059979,             0.00059979
                    196,                0.30612,                0.23449,                0.84233,                0.96565,                0.95384,                0.97523,                0.88651,                0.41394,                0.27864,                0.97117,             0.00059429,             0.00059429,             0.00059429
                    197,                0.28877,                0.22247,                0.83961,                0.96256,                0.95576,                0.97466,                0.88982,                0.40826,                0.28539,                0.96648,             0.00058878,             0.00058878,             0.00058878
                    198,                0.30382,                0.22612,                0.84165,                0.96345,                0.95593,                0.97628,                0.89156,                0.40077,                 0.2749,                 0.9563,             0.00058328,             0.00058328,             0.00058328
                    199,                 0.2986,                0.22823,                 0.8404,                0.96532,                 0.9546,                  0.974,                 0.8887,                 0.4064,                0.27305,                0.96035,             0.00057778,             0.00057778,             0.00057778
                    200,                0.30861,                0.23313,                0.84695,                 0.9622,                0.95705,                0.97477,                0.88822,                0.41076,                0.27316,                0.96875,             0.00057228,             0.00057228,             0.00057228
                    201,                0.30717,                0.23387,                0.84244,                0.96254,                0.95537,                 0.9746,                0.88869,                0.40725,                0.28253,                0.96598,             0.00056678,             0.00056678,             0.00056678
                    202,                0.29661,                0.22196,                0.84571,                0.96476,                0.95375,                0.97522,                0.89138,                0.41183,                0.28056,                0.96774,             0.00056128,             0.00056128,             0.00056128
                    203,                0.28426,                0.21869,                0.83604,                0.96634,                0.95193,                0.97358,                0.89045,                0.40637,                 0.2745,                0.96337,             0.00055578,             0.00055578,             0.00055578
                    204,                0.29411,                0.21654,                0.84023,                0.96675,                0.95259,                0.97577,                0.88718,                0.41931,                0.27979,                0.97034,             0.00055028,             0.00055028,             0.00055028
                    205,                0.27961,                0.21308,                0.83311,                0.96331,                0.95288,                0.97441,                0.88437,                0.41288,                 0.2859,                0.96149,             0.00054478,             0.00054478,             0.00054478
                    206,                 0.2834,                0.22591,                0.83795,                0.96265,                0.95534,                0.97318,                0.88622,                0.41159,                 0.2771,                0.96925,             0.00053927,             0.00053927,             0.00053927
                    207,                0.29619,                0.22613,                0.84133,                 0.9675,                0.95561,                 0.9753,                 0.8927,                0.40185,                0.26899,                0.96652,             0.00053377,             0.00053377,             0.00053377
                    208,                 0.2963,                0.22088,                0.84153,                0.96671,                0.95816,                0.97668,                0.89356,                0.40167,                0.26828,                 0.9667,             0.00052827,             0.00052827,             0.00052827
                    209,                 0.2877,                0.22353,                0.84279,                0.97027,                0.95405,                0.97479,                0.89373,                0.40073,                0.26949,                0.95849,             0.00052277,             0.00052277,             0.00052277
                    210,                0.28745,                0.22038,                0.83897,                0.96747,                0.95468,                0.97574,                0.88957,                0.40732,                0.27909,                 0.9607,             0.00051727,             0.00051727,             0.00051727
                    211,                0.27415,                0.22077,                0.83789,                0.96165,                0.95623,                0.97388,                0.89164,                0.39696,                0.28138,                0.95675,             0.00051177,             0.00051177,             0.00051177
                    212,                0.28351,                0.21919,                 0.8341,                0.95561,                0.95193,                0.97406,                0.89504,                0.39367,                0.28291,                0.95656,             0.00050627,             0.00050627,             0.00050627
                    213,                0.29314,                0.22145,                0.83877,                0.96778,                0.95531,                 0.9748,                0.89241,                0.39764,                0.26894,                0.96138,             0.00050077,             0.00050077,             0.00050077
                    214,                0.29698,                0.22979,                0.84096,                0.97153,                0.95545,                0.97481,                0.89413,                 0.3948,                 0.2589,                0.95512,             0.00049527,             0.00049527,             0.00049527
                    215,                0.29623,                0.22999,                0.84395,                0.96633,                0.95686,                0.97492,                0.88805,                 0.4077,                0.27004,                0.96255,             0.00048976,             0.00048976,             0.00048976
                    216,                0.28611,                0.21682,                0.84278,                 0.9662,                0.95452,                0.97356,                0.88961,                 0.4015,                0.27266,                0.95843,             0.00048426,             0.00048426,             0.00048426
                    217,                0.29137,                0.22981,                0.83933,                0.96895,                0.95313,                0.97405,                0.88976,                0.39672,                0.26642,                0.95757,             0.00047876,             0.00047876,             0.00047876
                    218,                0.28033,                0.21716,                0.83657,                0.96783,                0.95626,                0.97542,                0.89119,                0.39958,                0.26856,                0.95389,             0.00047326,             0.00047326,             0.00047326
                    219,                0.27572,                0.20928,                0.83139,                0.96914,                 0.9557,                0.97516,                0.89215,                0.39198,                0.26403,                0.95338,             0.00046776,             0.00046776,             0.00046776
                    220,                0.28115,                0.22684,                0.83788,                0.96562,                 0.9553,                0.97447,                0.89058,                0.39665,                0.26585,                0.95733,             0.00046226,             0.00046226,             0.00046226
                    221,                0.27244,                0.21865,                0.83445,                0.96556,                0.95354,                0.97609,                0.89227,                0.39746,                0.26864,                0.95586,             0.00045676,             0.00045676,             0.00045676
                    222,                0.28467,                0.21342,                0.83622,                0.96881,                0.95198,                0.97649,                0.89573,                0.39672,                0.26765,                0.95458,             0.00045126,             0.00045126,             0.00045126
                    223,                0.27424,                0.21136,                0.83217,                0.96467,                0.95429,                0.97623,                0.89454,                0.39768,                0.26584,                0.95967,             0.00044576,             0.00044576,             0.00044576
                    224,                0.27884,                0.21105,                0.83666,                0.97179,                0.95462,                 0.9755,                 0.8948,                0.39078,                0.25807,                0.95611,             0.00044025,             0.00044025,             0.00044025
                    225,                0.28009,                0.21404,                0.83548,                0.97119,                0.95429,                0.97652,                0.89368,                0.39059,                0.26029,                0.94911,             0.00043475,             0.00043475,             0.00043475
                    226,                0.28284,                0.21021,                0.83667,                0.96863,                0.95461,                0.97629,                0.89378,                0.39541,                0.26513,                0.95484,             0.00042925,             0.00042925,             0.00042925
                    227,                0.27636,                0.21248,                0.83581,                0.96688,                0.95458,                0.97634,                0.89507,                0.39625,                0.26671,                0.95663,             0.00042375,             0.00042375,             0.00042375
                    228,                0.28079,                 0.2222,                0.83812,                0.97091,                0.95293,                0.97544,                0.89617,                0.39055,                0.26155,                0.95923,             0.00041825,             0.00041825,             0.00041825
                    229,                0.27497,                0.21535,                0.83686,                  0.968,                0.95611,                0.97563,                0.89292,                0.38825,                0.26106,                0.95723,             0.00041275,             0.00041275,             0.00041275
                    230,                0.27747,                 0.2182,                0.83344,                0.97038,                0.95494,                0.97546,                0.89441,                0.39275,                0.26422,                0.95153,             0.00040725,             0.00040725,             0.00040725
                    231,                0.29339,                0.22836,                0.84136,                0.97083,                 0.9545,                0.97396,                0.89032,                  0.391,                0.26192,                0.95618,             0.00040175,             0.00040175,             0.00040175
                    232,                0.28414,                0.21729,                0.83675,                0.96857,                0.95582,                0.97497,                0.89022,                0.39453,                0.26894,                0.95424,             0.00039625,             0.00039625,             0.00039625
                    233,                0.28437,                 0.2145,                0.83574,                0.96998,                0.95277,                0.97398,                0.89164,                0.39086,                0.26818,                0.95255,             0.00039074,             0.00039074,             0.00039074
                    234,                0.27744,                0.21408,                0.83776,                0.96776,                0.95888,                0.97508,                 0.8938,                0.38805,                0.25828,                0.95555,             0.00038524,             0.00038524,             0.00038524
                    235,                0.26527,                0.21223,                0.83005,                0.97099,                0.95572,                0.97494,                0.89399,                0.39575,                 0.2631,                0.95781,             0.00037974,             0.00037974,             0.00037974
                    236,                0.27407,                0.20713,                0.83242,                0.96738,                0.95729,                0.97579,                0.89571,                0.38827,                0.26365,                0.95023,             0.00037424,             0.00037424,             0.00037424
                    237,                0.28504,                0.22074,                0.83941,                0.96472,                0.95535,                0.97485,                0.89496,                0.39221,                0.26765,                0.95331,             0.00036874,             0.00036874,             0.00036874
                    238,                0.26834,                0.20302,                0.83194,                0.96696,                0.95486,                0.97602,                0.89357,                0.39409,                0.27024,                0.95904,             0.00036324,             0.00036324,             0.00036324
                    239,                0.27097,                0.21291,                0.83716,                0.96895,                0.95574,                0.97562,                0.89461,                 0.3879,                0.26151,                0.95534,             0.00035774,             0.00035774,             0.00035774
                    240,                0.27563,                0.20915,                0.83911,                0.97023,                0.95369,                0.97571,                0.89502,                0.38375,                0.25862,                0.94969,             0.00035224,             0.00035224,             0.00035224
                    241,                0.25777,                0.20905,                0.82926,                0.96855,                0.95461,                0.97569,                0.89468,                0.38588,                 0.2635,                0.95551,             0.00034674,             0.00034674,             0.00034674
                    242,                0.26684,                0.20844,                0.83868,                0.96984,                0.95486,                0.97473,                0.89493,                0.38475,                0.26191,                0.95253,             0.00034123,             0.00034123,             0.00034123
                    243,                0.26536,                0.21362,                0.83589,                0.96679,                0.95656,                0.97527,                0.89599,                0.38266,                0.26034,                0.94981,             0.00033573,             0.00033573,             0.00033573
                    244,                0.26453,                0.20808,                0.82898,                0.96645,                0.95396,                0.97525,                0.89356,                0.38551,                0.26824,                 0.9524,             0.00033023,             0.00033023,             0.00033023
                    245,                  0.263,                  0.213,                0.83192,                0.96999,                  0.956,                0.97554,                 0.8932,                 0.3866,                0.25537,                 0.9576,             0.00032473,             0.00032473,             0.00032473
                    246,                0.27238,                0.21093,                0.83062,                0.96872,                0.95391,                0.97627,                0.89482,                0.38727,                0.25484,                0.95883,             0.00031923,             0.00031923,             0.00031923
                    247,                0.27337,                0.20669,                0.83787,                0.96696,                0.95544,                0.97576,                0.89359,                0.39058,                0.25902,                0.95852,             0.00031373,             0.00031373,             0.00031373
                    248,                0.26975,                0.20804,                 0.8339,                 0.9701,                0.95409,                 0.9753,                  0.894,                0.38473,                0.25954,                0.95646,             0.00030823,             0.00030823,             0.00030823
                    249,                0.27778,                0.20385,                0.83504,                0.97085,                 0.9557,                 0.9758,                0.89462,                0.38683,                0.25709,                0.95719,             0.00030273,             0.00030273,             0.00030273
                    250,                0.26045,                0.19991,                0.82643,                0.97214,                0.95304,                0.97509,                0.89425,                0.38433,                0.25771,                0.95278,             0.00029723,             0.00029723,             0.00029723
                    251,                0.26311,                0.20662,                0.83157,                0.96825,                0.95565,                0.97448,                0.89277,                0.38903,                0.26001,                 0.9594,             0.00029172,             0.00029172,             0.00029172
                    252,                0.27774,                0.21101,                0.83726,                0.96933,                0.95239,                0.97475,                0.89298,                 0.3834,                 0.2606,                0.95607,             0.00028622,             0.00028622,             0.00028622
                    253,                0.24949,                0.19674,                0.82989,                0.96991,                0.95236,                0.97532,                0.89424,                0.38381,                 0.2581,                0.95484,             0.00028072,             0.00028072,             0.00028072
                    254,                0.25899,                 0.1996,                  0.831,                0.97268,                0.95143,                0.97556,                0.89478,                0.38741,                0.26245,                0.95756,             0.00027522,             0.00027522,             0.00027522
                    255,                0.26273,                0.20045,                0.82953,                0.96888,                0.95476,                0.97544,                0.89332,                0.39011,                0.26785,                0.95598,             0.00026972,             0.00026972,             0.00026972
                    256,                0.25624,                 0.2001,                0.82732,                0.96994,                0.95541,                0.97548,                0.89517,                0.38792,                0.26017,                0.95592,             0.00026422,             0.00026422,             0.00026422
                    257,                0.25822,                0.20064,                0.82689,                0.96579,                0.95424,                0.97539,                0.89502,                0.38516,                0.26252,                0.95066,             0.00025872,             0.00025872,             0.00025872
                    258,                0.26165,                0.20842,                0.83686,                0.96826,                0.95454,                0.97644,                0.89643,                0.38361,                0.26147,                0.95418,             0.00025322,             0.00025322,             0.00025322
                    259,                 0.2609,                  0.208,                0.83225,                0.96843,                0.95318,                0.97552,                 0.8959,                 0.3807,                  0.258,                0.95585,             0.00024772,             0.00024772,             0.00024772
                    260,                0.25698,                0.19519,                0.83195,                0.96731,                0.95419,                0.97554,                0.89495,                0.38259,                0.26719,                0.95386,             0.00024222,             0.00024222,             0.00024222
                    261,                0.25986,                0.20284,                0.82945,                0.96943,                 0.9572,                0.97697,                0.89719,                0.37979,                0.25629,                0.95494,             0.00023671,             0.00023671,             0.00023671
                    262,                0.25937,                0.20161,                0.83307,                0.96723,                0.95826,                0.97646,                0.89766,                0.38501,                0.26297,                 0.9604,             0.00023121,             0.00023121,             0.00023121
                    263,                0.25142,                0.20047,                0.82788,                0.97057,                0.95661,                0.97627,                 0.8976,                0.38011,                0.25774,                0.95563,             0.00022571,             0.00022571,             0.00022571
                    264,                0.25061,                 0.2016,                0.82733,                0.96982,                0.95511,                0.97647,                0.89862,                0.37883,                0.26419,                 0.9556,             0.00022021,             0.00022021,             0.00022021
                    265,                0.24599,                0.19626,                 0.8247,                 0.9694,                0.95544,                0.97613,                0.89779,                0.37961,                0.26253,                0.95586,             0.00021471,             0.00021471,             0.00021471
                    266,                0.25954,                0.20693,                0.83411,                0.96126,                0.95251,                0.97456,                 0.8958,                 0.3813,                0.26977,                0.95549,             0.00020921,             0.00020921,             0.00020921
                    267,                0.25496,                0.19753,                 0.8268,                 0.9701,                 0.9549,                0.97621,                0.89904,                0.37971,                0.25796,                0.95373,             0.00020371,             0.00020371,             0.00020371
                    268,                 0.2566,                0.19617,                0.82819,                0.97267,                0.95454,                0.97648,                0.89851,                0.37959,                0.26102,                0.95464,             0.00019821,             0.00019821,             0.00019821
                    269,                0.24999,                0.19124,                0.82696,                0.97458,                0.95229,                0.97601,                0.89855,                0.37801,                0.25588,                 0.9534,             0.00019271,             0.00019271,             0.00019271
                    270,                0.24215,                0.18452,                0.82665,                0.97255,                0.95419,                0.97619,                0.89829,                0.37612,                0.25621,                0.95235,              0.0001872,              0.0001872,              0.0001872
                    271,                0.25331,                 0.1921,                0.82733,                0.97211,                0.95519,                  0.977,                0.89937,                0.37753,                0.25499,                0.95369,              0.0001817,              0.0001817,              0.0001817
                    272,                0.25144,                0.20113,                0.82678,                0.97187,                0.95592,                0.97779,                0.90101,                0.37739,                0.25221,                 0.9538,              0.0001762,              0.0001762,              0.0001762
                    273,                0.25191,                0.20317,                0.82566,                0.96959,                0.95708,                0.97694,                0.89881,                0.37863,                0.25217,                0.95495,              0.0001707,              0.0001707,              0.0001707
                    274,                0.24834,                0.19214,                0.82723,                0.96838,                0.95716,                0.97679,                0.89718,                0.38157,                0.25758,                0.95782,              0.0001652,              0.0001652,              0.0001652
                    275,                 0.2458,                0.19874,                0.82733,                0.96949,                0.95526,                0.97611,                 0.8987,                0.37905,                0.25952,                0.95643,              0.0001597,              0.0001597,              0.0001597
                    276,                0.24716,                0.19416,                0.82862,                0.96885,                0.95729,                0.97639,                0.89958,                0.37554,                0.26197,                0.95545,              0.0001542,              0.0001542,              0.0001542
                    277,                  0.239,                0.18522,                0.82827,                0.96847,                0.95629,                0.97618,                0.89862,                0.37611,                0.25932,                0.95577,              0.0001487,              0.0001487,              0.0001487
                    278,                0.24213,                0.18436,                 0.8257,                0.97052,                0.95504,                0.97584,                0.89944,                0.37503,                0.25693,                0.95176,              0.0001432,              0.0001432,              0.0001432
                    279,                0.25048,                0.18956,                0.83235,                0.97082,                0.95484,                0.97642,                0.90003,                0.37422,                0.25193,                0.95145,             0.00013769,             0.00013769,             0.00013769
                    280,                 0.2462,                 0.1919,                0.82588,                0.97093,                 0.9562,                0.97714,                0.90091,                 0.3725,                0.25011,                0.95148,             0.00013219,             0.00013219,             0.00013219
                    281,                0.23983,                0.19026,                0.82467,                0.96956,                 0.9554,                0.97646,                0.89931,                0.37394,                0.25655,                0.95366,             0.00012669,             0.00012669,             0.00012669
                    282,                0.23975,                0.19466,                0.82636,                0.96939,                0.95652,                0.97582,                0.89743,                0.37554,                0.25689,                0.95516,             0.00012119,             0.00012119,             0.00012119
                    283,                0.24701,                 0.1931,                0.82501,                0.97287,                0.95173,                0.97591,                0.89888,                0.37398,                0.25661,                0.95273,             0.00011569,             0.00011569,             0.00011569
                    284,                0.25395,                0.19592,                0.83039,                0.97289,                0.95316,                0.97629,                0.89904,                0.37375,                0.25568,                0.95238,             0.00011019,             0.00011019,             0.00011019
                    285,                0.23701,                 0.1857,                0.82178,                0.97253,                0.95642,                0.97686,                0.89844,                0.37415,                 0.2563,                 0.9532,             0.00010469,             0.00010469,             0.00010469
                    286,                0.24429,                0.19159,                0.82694,                0.97237,                0.95468,                0.97711,                0.89873,                0.37367,                 0.2537,                0.95142,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    287,                0.24178,                0.18466,                0.82315,                0.97205,                0.95331,                0.97653,                 0.8983,                 0.3734,                0.25325,                0.95168,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    288,                  0.237,                0.18445,                 0.8248,                0.97193,                0.95308,                0.97682,                0.89843,                0.37438,                0.25664,                0.95243,             8.8184e-05,             8.8184e-05,             8.8184e-05
                    289,                0.23941,                0.18735,                0.82347,                 0.9712,                0.95387,                0.97613,                 0.8983,                0.37299,                0.25644,                0.95289,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    290,                0.23814,                 0.1892,                0.82728,                0.97415,                0.95302,                0.97653,                0.89988,                0.37045,                0.25161,                0.95194,             7.7182e-05,             7.7182e-05,             7.7182e-05
                    291,                0.23244,                0.17173,                0.81369,                0.97339,                0.95618,                0.97696,                 0.8975,                  0.375,                0.24954,                0.95466,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    292,                0.22575,                0.17175,                0.81473,                 0.9722,                 0.9547,                0.97658,                0.89596,                0.37926,                 0.2507,                0.95919,              6.618e-05,              6.618e-05,              6.618e-05
                    293,                0.22209,                0.16861,                0.81462,                0.97214,                0.95567,                0.97596,                0.89519,                0.38193,                0.25269,                0.96229,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    294,                0.22109,                0.16477,                0.81349,                0.97236,                0.95528,                0.97602,                0.89498,                0.38287,                0.25244,                 0.9625,             5.5178e-05,             5.5178e-05,             5.5178e-05
                    295,                0.21545,                0.16555,                0.81104,                0.97266,                0.95636,                0.97564,                 0.8949,                0.38149,                0.25197,                0.96229,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    296,                0.21919,                0.16551,                0.81583,                0.97196,                0.95556,                 0.9767,                0.89585,                0.38003,                0.25084,                0.96091,             4.4176e-05,             4.4176e-05,             4.4176e-05
                    297,                0.21449,                0.16366,                0.81043,                0.97338,                0.95608,                0.97692,                0.89693,                0.37937,                0.25053,                 0.9612,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    298,                0.21045,                0.15757,                0.81485,                0.97354,                 0.9561,                0.97748,                0.89816,                0.37987,                0.25115,                0.96177,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    299,                0.22076,                0.16279,                0.81277,                0.97202,                0.95731,                0.97655,                0.89752,                0.37968,                0.25162,                0.96268,             2.7672e-05,             2.7672e-05,             2.7672e-05
                    300,                0.20985,                0.15939,                0.81229,                0.97329,                0.95456,                0.97676,                0.89782,                 0.3788,                0.25044,                0.96085,             2.2171e-05,             2.2171e-05,             2.2171e-05
